snapped_at,price,market_cap,total_volume
2015-10-30 00:00:00 UTC,0.00015513989945321,1396259.09492375,3543.2939483665496
2015-10-31 00:00:00 UTC,0.0001439957230753309,1295961.5075339824,913.5203249065812
2015-11-01 00:00:00 UTC,0.0001498244681117639,1348420.2128560506,878.9037643357011
2015-11-02 00:00:00 UTC,0.0001578929702634242,1421036.7322129249,415.4919421705055
2015-11-03 00:00:00 UTC,0.0001684311364725831,1515880.2280848168,3521.285136802185
2015-11-04 00:00:00 UTC,0.0001492226861095415,1343004.1748366507,1579.6148201454153
2015-11-05 00:00:00 UTC,0.0001513392350071206,1362053.1149127462,1378.744620892875
2015-11-06 00:00:00 UTC,0.0001417799545030413,1276019.5903855918,217.18716413466657
2015-11-07 00:00:00 UTC,0.0001508581239947308,1357723.115801719,136.9171956887005
2015-11-08 00:00:00 UTC,0.0001412555639695995,1271300.07558514,517.7328662014294
2015-11-09 00:00:00 UTC,0.0001524515870308869,1372064.2831255305,357.7319331331369
2015-11-10 00:00:00 UTC,0.0001313906179421375,1182515.5613478469,316.9754345442612
2015-11-11 00:00:00 UTC,0.0001244586175367246,1120127.5577060627,673.8755029784536
2015-11-12 00:00:00 UTC,0.0001284177847794486,1155760.0628866197,600.4357999479298
2015-11-13 00:00:00 UTC,0.00012803112,1152280.0798719688,79.0414190994565
2015-11-14 00:00:00 UTC,0.0001198327877362185,1078495.0895061337,114.77644119834915
2015-11-15 00:00:00 UTC,0.000111931648312043,1007384.8346964554,2184.7602569530945
2015-11-16 00:00:00 UTC,0.0001293015541540575,1163713.987257216,1471.4156736418827
2015-11-17 00:00:00 UTC,0.0001009105971294162,908195.3740638352,6289.040117441611
2015-11-18 00:00:00 UTC,0.0001094148578120598,984733.7201991234,3501.12686702518
2015-11-19 00:00:00 UTC,0.000110728794961233,996559.1545403682,595.7694341951072
2015-11-20 00:00:00 UTC,0.0001078978937832827,971081.0439416463,50.40213939042889
2015-11-21 00:00:00 UTC,0.0001023378337981068,921040.5040806234,678.8449192749894
2015-11-22 00:00:00 UTC,9.380174661431853e-05,844215.719435065,272.3392991035934
2015-11-23 00:00:00 UTC,0.0001027123470434257,924411.123288119,11.185558811861396
2015-11-24 00:00:00 UTC,9.920840732067897e-05,892875.6657869023,162.44271704262076
2015-11-25 00:00:00 UTC,0.00010856406,977076.539891436,723.0014939403588
2015-11-26 00:00:00 UTC,0.0001139984,1025985.5998860016,428.00745874429003
2015-11-27 00:00:00 UTC,9.717738944279315e-05,874596.504887961,764.1355243522538
2015-11-28 00:00:00 UTC,0.0001032237314873907,929013.5832832926,699.8148227730084
2015-11-29 00:00:00 UTC,0.0001037936835719938,934143.1520441505,256.65792843663115
2015-11-30 00:00:00 UTC,0.0001059142,953227.7998940859,223.26874059224986
2015-12-01 00:00:00 UTC,0.000116304,1046735.999883696,1859.7368041192294
2015-12-02 00:00:00 UTC,0.0001005634966648797,905071.4698833538,2443.4795234975873
2015-12-03 00:00:00 UTC,0.0001082862,974575.7998917138,1689.5238073723458
2015-12-04 00:00:00 UTC,0.00011608544,1044768.9598839146,716.5310560252665
2015-12-05 00:00:00 UTC,0.0001173797665790048,1056417.8990936633,40.119628464566766
2015-12-06 00:00:00 UTC,0.00010638297,957446.729893617,1769.3291823190589
2015-12-07 00:00:00 UTC,0.0001083285618687125,974957.056710084,699.5480545064526
2015-12-08 00:00:00 UTC,0.0001360925703279279,1224833.1328152586,1118.1277823122632
2015-12-09 00:00:00 UTC,0.00013773144,1239582.9598622685,560.3303494832273
2015-12-10 00:00:00 UTC,0.0001382005358180391,1243804.8222241513,214.03515399229875
2015-12-11 00:00:00 UTC,0.00014929695,1343672.549850703,167.78869740230036
2015-12-12 00:00:00 UTC,0.0001304761782222974,1174285.6038702005,293.2013731708717
2015-12-13 00:00:00 UTC,0.0001438478966050421,1294631.069301531,2368.0518387987136
2015-12-14 00:00:00 UTC,0.00013741587,1236742.8298625841,183.90234838217634
2015-12-15 00:00:00 UTC,0.0001292562340928589,1163306.106706474,979.6238518211078
2015-12-16 00:00:00 UTC,0.0001805917580665784,1625325.8224186138,7352.829591755947
2015-12-17 00:00:00 UTC,0.0002428226983373544,2185404.2847933667,27034.008827092515
2015-12-18 00:00:00 UTC,0.0001824210090832155,1641789.0815665184,8428.922106024922
2015-12-19 00:00:00 UTC,0.0001806150685470795,1625535.6167431003,5450.849006831411
2015-12-20 00:00:00 UTC,0.0001541071224637932,1386964.1020200318,3415.8478473584387
2015-12-21 00:00:00 UTC,0.0001888389603719139,1699550.6431583862,5399.542818720812
2015-12-22 00:00:00 UTC,0.0002047783389578409,1843005.0504157897,2987.241022558697
2015-12-23 00:00:00 UTC,0.0002029606179152162,1826645.561033985,3413.493019986915
2015-12-24 00:00:00 UTC,0.00017741373,1596723.5698225864,3515.787150743019
2015-12-25 00:00:00 UTC,0.0001688385571212302,1519547.0139222331,3098.7677844805307
2015-12-26 00:00:00 UTC,0.00016266588,1463992.9198373342,758.6720948690918
2015-12-27 00:00:00 UTC,0.0001515329992302877,1363796.9929210562,2692.030173802612
2015-12-28 00:00:00 UTC,0.0001471499318828341,1324349.386798357,1229.5816120348197
2015-12-29 00:00:00 UTC,0.0001640188139204752,1476169.325120258,831.0704382407348
2015-12-30 00:00:00 UTC,0.0001606468640079243,1445821.7759106718,2633.560720540298
2015-12-31 00:00:00 UTC,0.0001590465771911294,1431419.194561118,1178.860762264069
2016-01-01 00:00:00 UTC,0.0001621511675413278,1459360.507709799,1259.851779199601
2016-01-02 00:00:00 UTC,0.0001687497859922081,1518748.073761123,1069.5931950242586
2016-01-03 00:00:00 UTC,0.0001720792,1548712.7998279207,501.2781931445403
2016-01-04 00:00:00 UTC,0.0001988228612331548,1789405.7508995703,6310.801651374829
2016-01-05 00:00:00 UTC,0.0001831637741573883,1648473.967233331,1604.5420327590975
2016-01-06 00:00:00 UTC,0.0001900080465170823,1710072.4184637326,1174.6042016576941
2016-01-07 00:00:00 UTC,0.0002506164922836477,2255548.430302213,18464.82133682319
2016-01-08 00:00:00 UTC,0.0002560871486481932,2304784.3375776517,24820.609624125802
2016-01-09 00:00:00 UTC,0.0002557556003527598,2301800.4029190824,8399.565678890422
2016-01-10 00:00:00 UTC,0.0002559156439746786,2303240.795516192,2538.366620761815
2016-01-11 00:00:00 UTC,0.0002520019212542908,2268017.291036615,6180.608736021531
2016-01-12 00:00:00 UTC,0.0002581546808417906,2323392.127317961,6100.855173993204
2016-01-13 00:00:00 UTC,0.0002551688387765271,2296519.5487335753,4156.9382890742745
2016-01-14 00:00:00 UTC,0.0002921077479013451,2628969.7308199983,35991.4269073772
2016-01-15 00:00:00 UTC,0.0002561639573313352,2305475.615725853,31744.46137383026
2016-01-16 00:00:00 UTC,0.0002772523466599736,2495271.11966251,8355.293383426237
2016-01-17 00:00:00 UTC,0.0002970420370073942,2673378.3327695057,8290.894726086615
2016-01-18 00:00:00 UTC,0.0003431134260902654,3088020.834469275,62973.16505671817
2016-01-19 00:00:00 UTC,0.0004619478409296207,4157530.5679046386,122941.92175900558
2016-01-20 00:00:00 UTC,0.0006097475369710499,5487727.832129702,247994.79777910397
2016-01-21 00:00:00 UTC,0.0004645449343841012,4180904.408992366,64901.07303890712
2016-01-22 00:00:00 UTC,0.0004374347007213536,3936912.3060547477,47487.071506620734
2016-01-23 00:00:00 UTC,0.0004911863027178153,4420676.723969151,65960.57675788259
2016-01-24 00:00:00 UTC,0.0004123859596902136,3711473.6367995366,27095.94040115723
2016-01-25 00:00:00 UTC,0.0003837276629153733,3453548.965854632,26275.70574021113
2016-01-26 00:00:00 UTC,0.0004080410728468852,3672369.6552139255,22093.419291908747
2016-01-27 00:00:00 UTC,0.000418542389424305,3766881.5044002025,33398.3628759734
2016-01-28 00:00:00 UTC,0.0003981384067988713,3583245.6607917035,18897.14169721001
2016-01-29 00:00:00 UTC,0.0004296447996131018,3866803.196088271,19950.114094510907
2016-01-30 00:00:00 UTC,0.000466423529021361,4197811.760725825,30621.732760728562
2016-01-31 00:00:00 UTC,0.0004770937027818606,4293843.324559651,42671.20772836014
2016-02-01 00:00:00 UTC,0.0005049150849195388,4544235.763770934,53548.37583061739
2016-02-02 00:00:00 UTC,0.0006116455624590509,5504810.061519813,114799.94505303173
2016-02-03 00:00:00 UTC,0.000622701034468902,5604309.309597417,87344.85458348288
2016-02-04 00:00:00 UTC,0.0006137335401617754,5523601.860842245,74304.3612361357
2016-02-05 00:00:00 UTC,0.0006217062769968874,5595356.49235028,21378.95522743198
2016-02-06 00:00:00 UTC,0.000630715704671852,5676441.341415952,13923.64471623846
2016-02-07 00:00:00 UTC,0.0006045397728373157,5440857.954931301,20892.703406815985
2016-02-08 00:00:00 UTC,0.0005864987875016161,5278489.086928046,14969.782859385658
2016-02-09 00:00:00 UTC,0.0005687381425716123,5118643.282575772,16989.82443183546
2016-02-10 00:00:00 UTC,0.0005505121972625038,4954609.774812022,21476.12196642298
2016-02-11 00:00:00 UTC,0.0005154535306127755,4639081.774999526,18589.02398489152
2016-02-12 00:00:00 UTC,0.0006153285301873395,5537956.771070727,31081.41413790397
2016-02-13 00:00:00 UTC,0.0005766234662140251,5189611.195349602,21342.71338945574
2016-02-14 00:00:00 UTC,0.0005822161021835562,5239944.919069789,7868.75644087427
2016-02-15 00:00:00 UTC,0.0005737812159790243,5164030.943237438,8334.623875517185
2016-02-16 00:00:00 UTC,0.0005210791032519595,4689711.928746556,32254.916962765208
2016-02-17 00:00:00 UTC,0.0004854366268122625,4368929.640824926,20225.952666720455
2016-02-18 00:00:00 UTC,0.0005475582911278053,4928024.6196026895,42590.09168808495
2016-02-19 00:00:00 UTC,0.000553851415052762,4984662.7349210065,31776.804791834667
2016-02-20 00:00:00 UTC,0.0006247840691971928,5623056.622149951,81309.44863487332
2016-02-21 00:00:00 UTC,0.0006633758357279632,5970382.520888293,47759.423652705686
2016-02-22 00:00:00 UTC,0.0006610230224979803,5949207.2018208,44320.54807230965
2016-02-23 00:00:00 UTC,0.0006433234085292196,5789910.676119653,10268.210906682985
2016-02-24 00:00:00 UTC,0.0006537259841434306,5883533.856637149,31071.148795568708
2016-02-25 00:00:00 UTC,0.0006405164526604782,5764648.073303787,39723.415008295604
2016-02-26 00:00:00 UTC,0.0006389878761839209,5750890.8850163,16258.112197248509
2016-02-27 00:00:00 UTC,0.0006423558312094971,5781202.4802431185,14550.139238699423
2016-02-28 00:00:00 UTC,0.000667207335996269,6004866.0232992135,12594.321195591096
2016-02-29 00:00:00 UTC,0.0006452632271104081,5807369.043348409,18586.588347615067
2016-03-01 00:00:00 UTC,0.0006330880413992733,5697792.371960372,17539.765612810148
2016-03-02 00:00:00 UTC,0.0006114975782625954,5503478.203751861,13656.551178662236
2016-03-03 00:00:00 UTC,0.0006050285536217931,5445256.981991109,19954.849138216807
2016-03-04 00:00:00 UTC,0.000633811633964505,5704304.705046733,16053.517876554872
2016-03-05 00:00:00 UTC,0.0006896980972924482,6207282.874942335,57377.024103011936
2016-03-06 00:00:00 UTC,0.001060413212965165,9543718.915626071,290748.65465354366
2016-03-07 00:00:00 UTC,0.001593616824636854,14342551.420138068,582480.3126069482
2016-03-08 00:00:00 UTC,0.001569897666755181,14129078.999226732,189295.35735444797
2016-03-09 00:00:00 UTC,0.001339888916708778,12059000.249039114,326269.7239890282
2016-03-10 00:00:00 UTC,0.001382462927122439,12442166.342719488,131578.94457982748
2016-03-11 00:00:00 UTC,0.001333222936305965,11999006.425420461,50399.54974559879
2016-03-12 00:00:00 UTC,0.001347594329306241,12128348.962408574,58692.19087132591
2016-03-13 00:00:00 UTC,0.001332937002630711,11996433.022343462,51991.15655609174
2016-03-14 00:00:00 UTC,0.001240664892323279,11165984.029668845,58584.19411183821
2016-03-15 00:00:00 UTC,0.001221368177805763,10992313.599030498,35225.34033426951
2016-03-16 00:00:00 UTC,0.001161704082732439,10455336.743430248,48762.12750759438
2016-03-17 00:00:00 UTC,0.001285510668431343,11569596.014596576,72917.9102738068
2016-03-18 00:00:00 UTC,0.001181544441828902,10633899.975278573,47834.79926499553
2016-03-19 00:00:00 UTC,0.001296653663006484,11669882.965761703,66125.14101856899
2016-03-20 00:00:00 UTC,0.001212308370191156,10910775.330508096,59955.93510106177
2016-03-21 00:00:00 UTC,0.001248576787872838,11237191.089606965,49763.038934764576
2016-03-22 00:00:00 UTC,0.001248158441797085,11233425.974925607,27003.00638460451
2016-03-23 00:00:00 UTC,0.001304580705413737,11741226.347419051,65927.67297480839
2016-03-24 00:00:00 UTC,0.001280006822362308,11520061.399980765,29276.883182508638
2016-03-25 00:00:00 UTC,0.001242098359021668,11178885.229952913,40698.65660666974
2016-03-26 00:00:00 UTC,0.001481801025028967,13336209.223778902,657108.7489587868
2016-03-27 00:00:00 UTC,0.001455200233894189,13096802.1035925,192188.9524129776
2016-03-28 00:00:00 UTC,0.001567005227337883,14103047.044473942,96495.3519409478
2016-03-29 00:00:00 UTC,0.001517062245331004,13653560.206461973,112496.82986596966
2016-03-30 00:00:00 UTC,0.001484096601457894,13356869.411636949,59220.36624309629
2016-03-31 00:00:00 UTC,0.00147273435363303,13254609.181224536,60228.748076209115
2016-04-01 00:00:00 UTC,0.001462139208745501,13159252.877247369,62071.74267419713
2016-04-02 00:00:00 UTC,0.00143954620888112,12955915.878490534,37274.985684793755
2016-04-03 00:00:00 UTC,0.00139593394031717,12563405.461458595,37063.41189951538
2016-04-04 00:00:00 UTC,0.001381263193425843,12431368.739451325,25652.61098783127
2016-04-05 00:00:00 UTC,0.001364703261786371,12282329.354712635,30975.626634266635
2016-04-06 00:00:00 UTC,0.001366920958907556,12302288.628801083,17120.40159525307
2016-04-07 00:00:00 UTC,0.001343477465216261,12091297.185602872,12826.432757249835
2016-04-08 00:00:00 UTC,0.001414463250428339,12730169.252440589,16190.836503948465
2016-04-09 00:00:00 UTC,0.001434164712190343,12907482.408278922,16421.90485671906
2016-04-10 00:00:00 UTC,0.0013838466326824618,12454619.692758309,47962.91418646776
2016-04-11 00:00:00 UTC,0.001461126054305138,13150134.487285117,21860.71589291184
2016-04-12 00:00:00 UTC,0.001395331439586934,12557982.954887075,12631.981142607849
2016-04-13 00:00:00 UTC,0.0013646259136208781,12281633.221223276,55740.54929166689
2016-04-14 00:00:00 UTC,0.001581331215803296,14231980.940648332,223780.70706938877
2016-04-15 00:00:00 UTC,0.001435479652692772,12919316.87279947,109221.8174172179
2016-04-16 00:00:00 UTC,0.0014203835831230517,12783452.246687083,61514.16425732391
2016-04-17 00:00:00 UTC,0.001518925786035953,13670332.07280465,26764.561487376515
2016-04-18 00:00:00 UTC,0.001574199694446397,14167797.248443373,40606.69181215975
2016-04-19 00:00:00 UTC,0.001613195541167511,14518759.868894404,34467.83428720927
2016-04-20 00:00:00 UTC,0.001627414279924038,14646728.517688928,39972.46982612217
2016-04-21 00:00:00 UTC,0.001595646401581151,14360817.612634713,63869.062018835335
2016-04-22 00:00:00 UTC,0.001589503551712785,14305531.963825561,27192.572316946324
2016-04-23 00:00:00 UTC,0.001605695410029199,14451258.688657096,24019.3159971726
2016-04-24 00:00:00 UTC,0.001538167336542633,13843506.027345529,30188.558140561825
2016-04-25 00:00:00 UTC,0.001538111443231334,13843002.987543894,38577.730700372646
2016-04-26 00:00:00 UTC,0.001540931125093445,13868380.124300074,34663.298076578205
2016-04-27 00:00:00 UTC,0.001663023955337719,14967215.596376447,60004.45753154937
2016-04-28 00:00:00 UTC,0.001600429993688232,14403869.941593658,47603.65212365817
2016-04-29 00:00:00 UTC,0.001615920389076039,14543283.50006843,12283.815809535909
2016-04-30 00:00:00 UTC,0.001626432816607381,14637895.347839996,20715.207431034105
2016-05-01 00:00:00 UTC,0.001611208911522663,14500880.202092757,19152.815500525543
2016-05-02 00:00:00 UTC,0.001573623100651823,14162607.904292785,17500.790362179818
2016-05-03 00:00:00 UTC,0.0015788337235962716,14209503.510787612,32193.19000763476
2016-05-04 00:00:00 UTC,0.0015373884291679648,13836495.860974295,12348.930003190426
2016-05-05 00:00:00 UTC,0.00151870373183116,13668333.584961737,16025.375610833918
2016-05-06 00:00:00 UTC,0.001592116652539785,14329049.871265948,13280.917447640957
2016-05-07 00:00:00 UTC,0.001561258695622204,14051328.259038577,18044.661179224222
2016-05-08 00:00:00 UTC,0.0015232249716041115,13709024.742913777,35329.19086051346
2016-05-09 00:00:00 UTC,0.001458349821259425,13125148.389876476,19177.309321766246
2016-05-10 00:00:00 UTC,0.0015049527583450622,13544574.823600607,13859.538270690486
2016-05-11 00:00:00 UTC,0.001531709235942071,13785383.12194693,9240.849857273228
2016-05-12 00:00:00 UTC,0.001570734228320816,14136608.05331661,36169.93260064595
2016-05-13 00:00:00 UTC,0.001517715624266618,13659440.616881846,20953.806135990082
2016-05-14 00:00:00 UTC,0.00144560930996279,13010483.7882195,20441.604852530865
2016-05-15 00:00:00 UTC,0.0014713526272970802,13242173.64420237,9685.660058183777
2016-05-16 00:00:00 UTC,0.0015251153759433262,13726038.38196482,28312.479766045202
2016-05-17 00:00:00 UTC,0.001473833745075134,13264503.704202373,23737.036896868944
2016-05-18 00:00:00 UTC,0.001438551717829904,12946965.459030584,21502.576423942017
2016-05-19 00:00:00 UTC,0.0015229262312666276,13706336.079876723,63292.709066471856
2016-05-20 00:00:00 UTC,0.0016971719186715472,15274547.266346753,189224.66911236304
2016-05-21 00:00:00 UTC,0.001624503030808101,14620527.275648406,58796.53839849471
2016-05-22 00:00:00 UTC,0.0016788262489897782,15109436.239229178,41694.71999572911
2016-05-23 00:00:00 UTC,0.001654043040873973,14886387.366211714,22340.034365501433
2016-05-24 00:00:00 UTC,0.0016573813113257808,14916431.800274646,17094.677331913164
2016-05-25 00:00:00 UTC,0.00163184730222588,14686625.718401073,41167.52831647774
2016-05-26 00:00:00 UTC,0.001482038756598661,13338348.80790591,65110.55780665425
2016-05-27 00:00:00 UTC,0.00154322624709988,13889036.222355694,56048.531647868265
2016-05-28 00:00:00 UTC,0.001572825361011446,14155428.247530188,66123.48723553692
2016-05-29 00:00:00 UTC,0.001543490849641204,13891417.645227345,57529.33500051238
2016-05-30 00:00:00 UTC,0.0016278792481341825,14650913.231579762,37399.648633633515
2016-05-31 00:00:00 UTC,0.001848921619316326,16640294.571998013,168844.8589738631
2016-06-01 00:00:00 UTC,0.002034687804227174,18312190.236009877,90839.70630769347
2016-06-02 00:00:00 UTC,0.0019647510592836082,17682759.531587724,32430.94029792394
2016-06-03 00:00:00 UTC,0.0019989344120287826,17990409.706260107,32080.830276700897
2016-06-04 00:00:00 UTC,0.0020129577876247615,18116620.086609896,13608.860354223
2016-06-05 00:00:00 UTC,0.0019725985787501696,17753387.20677893,31487.18621433597
2016-06-06 00:00:00 UTC,0.002015873397179433,18142860.572599024,25474.623396735256
2016-06-07 00:00:00 UTC,0.001989504393503265,17905539.53953988,46418.404577747686
2016-06-08 00:00:00 UTC,0.0019596900806052504,17637210.723487563,39592.66273376275
2016-06-09 00:00:00 UTC,0.0018627623276500748,16764860.946987912,68643.92287700984
2016-06-10 00:00:00 UTC,0.0018957962847750186,17062166.56107937,37889.819668177115
2016-06-11 00:00:00 UTC,0.0019563686019014293,17607317.415156495,13489.072825416972
2016-06-12 00:00:00 UTC,0.002036956013271756,18332604.11740885,72133.45817051943
2016-06-13 00:00:00 UTC,0.0022020212192310766,19818190.970877666,126027.9150053951
2016-06-14 00:00:00 UTC,0.0023506033003778477,21155429.70105003,186356.63574468333
2016-06-15 00:00:00 UTC,0.0023932359541638886,21539123.585081764,86855.39114272903
2016-06-16 00:00:00 UTC,0.002677540150169713,24097861.348849874,92810.36756317306
2016-06-17 00:00:00 UTC,0.00255816333227375,23023469.987905588,173266.05566969403
2016-06-18 00:00:00 UTC,0.0030355016647438016,27319514.97965871,228501.97666753357
2016-06-19 00:00:00 UTC,0.0050378992772605645,45341093.490307175,2337603.4338180088
2016-06-20 00:00:00 UTC,0.0056889178828369155,51200260.93984332,2050990.0115332277
2016-06-21 00:00:00 UTC,0.004397375975604545,39576383.776043534,1367653.0117063394
2016-06-22 00:00:00 UTC,0.003923008162121526,35307073.45517073,680779.429081899
2016-06-23 00:00:00 UTC,0.005112795525714774,46015159.72632017,698485.284404515
2016-06-24 00:00:00 UTC,0.007481940531320007,67337464.77439813,1971425.569222755
2016-06-25 00:00:00 UTC,0.007418226166627949,66764035.49223332,2060042.515999562
2016-06-26 00:00:00 UTC,0.006840268114555439,61562413.02415868,930657.1351754376
2016-06-27 00:00:00 UTC,0.011594070923046986,104346638.2958288,3581884.5498525826
2016-06-28 00:00:00 UTC,0.012273965714707622,110465691.42009464,9305162.507079279
2016-06-29 00:00:00 UTC,0.009780748788974863,88026739.09099303,6080372.503615041
2016-06-30 00:00:00 UTC,0.010120502405785468,91084521.64194871,6291586.245449168
2016-07-01 00:00:00 UTC,0.01036071598509418,93246443.85548688,3452768.9861569563
2016-07-02 00:00:00 UTC,0.010273544820043123,92461903.37011455,2451805.2943957066
2016-07-03 00:00:00 UTC,0.010859307675593583,97733769.06948295,1381450.8764091725
2016-07-04 00:00:00 UTC,0.010799218501415632,97192966.50194147,1008599.5336902724
2016-07-05 00:00:00 UTC,0.00955376837544408,85983915.36944294,1365914.6135330796
2016-07-06 00:00:00 UTC,0.009358379486339037,84225415.36769295,792657.6980140066
2016-07-07 00:00:00 UTC,0.0076577615063780245,68919853.54974446,1996653.087718241
2016-07-08 00:00:00 UTC,0.008264427432603985,74379846.88517144,1271540.1066012569
2016-07-09 00:00:00 UTC,0.008060082465180236,72540742.17856205,399448.3322823474
2016-07-10 00:00:00 UTC,0.008146360686365029,73317246.1691389,346727.1736487646
2016-07-11 00:00:00 UTC,0.008161467621326976,73453208.58378132,457412.4155024114
2016-07-12 00:00:00 UTC,0.009357443994617373,84216995.9421989,1693347.2808963931
2016-07-13 00:00:00 UTC,0.008666778919718397,78001010.26879878,642949.8046063603
2016-07-14 00:00:00 UTC,0.008603925235996318,77435327.11536293,501347.38335887884
2016-07-15 00:00:00 UTC,0.00864136701699705,77772303.1443321,503529.1014024622
2016-07-16 00:00:00 UTC,0.007921771564690547,71295944.07429315,296629.64570759836
2016-07-17 00:00:00 UTC,0.007667081134942535,69003730.20681573,340712.86928873236
2016-07-18 00:00:00 UTC,0.0075479996095249215,67931996.4781763,193408.02932368164
2016-07-19 00:00:00 UTC,0.006732932943620141,60596396.48584833,760012.0766481544
2016-07-20 00:00:00 UTC,0.0068720866174086645,61848779.54980589,545197.3849738246
2016-07-21 00:00:00 UTC,0.006798402455792679,61185622.095335715,341585.5506385432
2016-07-22 00:00:00 UTC,0.0067961308824887635,61165177.93560274,482668.00858617073
2016-07-23 00:00:00 UTC,0.006825219599719469,61426976.39065,484733.9183605465
2016-07-24 00:00:00 UTC,0.006916671568936261,62250044.11350968,225329.8782648416
2016-07-25 00:00:00 UTC,0.006953501258089714,62581511.315853916,191184.48884105412
2016-07-26 00:00:00 UTC,0.006531799385452754,58786194.46254299,430268.69003317103
2016-07-27 00:00:00 UTC,0.006666476284768791,59998286.55625264,295892.77410098136
2016-07-28 00:00:00 UTC,0.006632167783631471,59689510.04605107,132489.9135002139
2016-07-29 00:00:00 UTC,0.006551200314142217,58960802.82072875,65105.341120758756
2016-07-30 00:00:00 UTC,0.00669969521100292,60297256.892326586,80903.00687447262
2016-07-31 00:00:00 UTC,0.0066564702002048,59908231.79518673,145357.06055934116
2016-08-01 00:00:00 UTC,0.006280259567607743,56522336.10218942,227652.057090934
2016-08-02 00:00:00 UTC,0.004785024037910859,43065216.336412705,681733.3752636869
2016-08-03 00:00:00 UTC,0.0051449164607733225,46304248.141814984,448274.374396801
2016-08-04 00:00:00 UTC,0.005239126673428475,47152140.05561714,362390.5633757862
2016-08-05 00:00:00 UTC,0.005335755844106794,48021802.59162539,120680.31521400025
2016-08-06 00:00:00 UTC,0.005343757615360487,48093818.53290062,180301.41578237477
2016-08-07 00:00:00 UTC,0.005033988698731799,45305898.2835522,246268.9988720536
2016-08-08 00:00:00 UTC,0.005013690061519876,45123210.548665196,121928.36647064514
2016-08-09 00:00:00 UTC,0.005517236054279553,49655124.48299874,613343.7777787709
2016-08-10 00:00:00 UTC,0.005528368362331536,49755315.25545546,330956.0438521029
2016-08-11 00:00:00 UTC,0.005538255985387555,49844303.86294974,336967.003243698
2016-08-12 00:00:00 UTC,0.005533482515190235,49801342.63117863,336676.5685018392
2016-08-13 00:00:00 UTC,0.006411887765109615,57706989.87957465,313526.36606474436
2016-08-14 00:00:00 UTC,0.0064756077116368575,58280469.39825611,297685.655850496
2016-08-15 00:00:00 UTC,0.006357284471697699,57215560.238922,166994.9813326702
2016-08-16 00:00:00 UTC,0.006191674093268169,55725066.833221845,146680.5622200233
2016-08-17 00:00:00 UTC,0.0062273255344673,56045929.803978376,76995.31049114911
2016-08-18 00:00:00 UTC,0.006371555443458329,57343998.98475341,153685.5513981147
2016-08-19 00:00:00 UTC,0.006835310500134994,61517794.49437964,159377.23421414127
2016-08-20 00:00:00 UTC,0.006517815040933397,58660335.36188275,104801.63647185749
2016-08-21 00:00:00 UTC,0.006291979639860875,56627816.75245589,85022.87655359578
2016-08-22 00:00:00 UTC,0.00613636353335691,55227271.794075824,100948.87797635556
2016-08-23 00:00:00 UTC,0.0055827358759376645,50244622.87785625,191113.06424355457
2016-08-24 00:00:00 UTC,0.005704615069079524,51341535.6160111,67973.18393730016
2016-08-25 00:00:00 UTC,0.005867995944600166,52811963.4955335,131456.09704345322
2016-08-26 00:00:00 UTC,0.005832242709640079,52490184.38092847,86748.69487113054
2016-08-27 00:00:00 UTC,0.005710104489716194,51390940.40173565,169260.75096592458
2016-08-28 00:00:00 UTC,0.005919162479470369,53272462.309314154,240221.4305133642
2016-08-29 00:00:00 UTC,0.0058461581534563585,52615423.37526106,118294.9757538865
2016-08-30 00:00:00 UTC,0.005832087775129855,52488789.97033661,95823.57779797688
2016-08-31 00:00:00 UTC,0.005690371808990949,51213346.27522817,157166.46503690496
2016-09-01 00:00:00 UTC,0.005549659027860747,49946931.245197065,120056.00320973623
2016-09-02 00:00:00 UTC,0.005592424368777349,50331819.31340372,66692.67635692646
2016-09-03 00:00:00 UTC,0.005704423650933262,51339812.852694936,89175.69313493396
2016-09-04 00:00:00 UTC,0.005635041552139493,50715373.9636204,112454.05544987516
2016-09-05 00:00:00 UTC,0.005711477950114535,51403301.54531933,80615.63211902612
2016-09-06 00:00:00 UTC,0.005726749880008304,51540748.914347984,157215.26116648657
2016-09-07 00:00:00 UTC,0.005731627970501891,51584651.728785396,159090.05967660339
2016-09-08 00:00:00 UTC,0.005633451945979411,50701067.50818125,82740.47035147798
2016-09-09 00:00:00 UTC,0.006258706894261779,56328362.04209731,189419.88818026285
2016-09-10 00:00:00 UTC,0.005876711833792337,52890406.498254314,141040.29872250394
2016-09-11 00:00:00 UTC,0.00571124008362218,51401160.746888384,53390.08970697518
2016-09-12 00:00:00 UTC,0.005705269751624449,51347427.758914776,59830.14572878497
2016-09-13 00:00:00 UTC,0.005831884547028777,52486960.91742711,39516.30643551079
2016-09-14 00:00:00 UTC,0.005682375620993829,51141380.583262086,38603.86386693966
2016-09-15 00:00:00 UTC,0.005662968231476609,50966714.07762651,96271.18000282375
2016-09-16 00:00:00 UTC,0.005497893453629351,49481041.07716627,178643.29387563933
2016-09-17 00:00:00 UTC,0.00528683026741252,47581472.40142585,85341.66985040843
2016-09-18 00:00:00 UTC,0.005163863882106106,46474774.933791086,106794.1171581136
2016-09-19 00:00:00 UTC,0.005155030779773518,46395277.012806624,56814.16955830761
2016-09-20 00:00:00 UTC,0.0051116679870174325,46005011.87804522,42550.42924317692
2016-09-21 00:00:00 UTC,0.005272355780349295,47451202.017871305,84880.25016535762
